anubis_ethiopia,cyno_western,hamadryas,kindae,papio,ursinus,north,norm_north,start,south_percentage,end,pos
694172.6930232558,989324.3813953487,238965.6511627907,8306.2,16671.67906976744,52559.395348837206,949810.0232558139,-50189.97674418604,4300022.0,0.525094988372093,4400021.0,4300022.0
694172.6930232558,989324.3813953487,238965.6511627907,8306.2,16671.67906976744,52559.395348837206,949810.0232558139,-50189.97674418604,4300022.0,0.525094988372093,4400021.0,4400021.0
792130.2046511628,787708.7255813953,250607.4325581395,10340.562790697673,105855.67906976744,53357.395348837206,1148593.3162790698,148593.31627906975,4400022.0,0.4257033418604651,4500021.0,4400022.0
792130.2046511628,787708.7255813953,250607.4325581395,10340.562790697673,105855.67906976744,53357.395348837206,1148593.3162790698,148593.31627906975,4400022.0,0.4257033418604651,4500021.0,4500021.0
784349.4558139535,656875.5581395349,379982.6,8993.948837209302,123627.88372093024,46170.55348837208,1287959.9395348835,287959.9395348837,4500022.0,0.3560200302325581,4600021.0,4500022.0
784349.4558139535,656875.5581395349,379982.6,8993.948837209302,123627.88372093024,46170.55348837208,1287959.9395348835,287959.9395348837,4500022.0,0.3560200302325581,4600021.0,4600021.0
755339.5674418604,550290.4046511628,549654.5069767442,8124.418604651163,128534.24651162792,8056.8558139534825,1433528.3209302325,433528.32093023247,4600022.0,0.28323583953488374,4700021.0,4600022.0
755339.5674418604,550290.4046511628,549654.5069767442,8124.418604651163,128534.24651162792,8056.8558139534825,1433528.3209302325,433528.32093023247,4600022.0,0.28323583953488374,4700021.0,4700021.0
818223.1395348838,477255.3209302326,561854.4372093023,8076.3488372093025,124946.17209302327,9644.58139534883,1505023.7488372093,505023.7488372093,4700022.0,0.24748812558139535,4800021.0,4700022.0
818223.1395348838,477255.3209302326,561854.4372093023,8076.3488372093025,124946.17209302327,9644.58139534883,1505023.7488372093,505023.7488372093,4700022.0,0.24748812558139535,4800021.0,4800021.0
847626.1441860466,463044.99069767445,547604.576744186,8579.711627906978,120273.98604651164,12870.590697674412,1515504.706976744,515504.7069767442,4800022.0,0.2422476465116279,4900021.0,4800022.0
847626.1441860466,463044.99069767445,547604.576744186,8579.711627906978,120273.98604651164,12870.590697674412,1515504.706976744,515504.7069767442,4800022.0,0.2422476465116279,4900021.0,4900021.0
726497.8139534884,547506.7813953488,658785.6093023256,14847.981395348837,35602.306976744185,16759.506976744182,1420885.730232558,420885.7302325581,4900022.0,0.2895571348837209,5000021.0,4900022.0
726497.8139534884,547506.7813953488,658785.6093023256,14847.981395348837,35602.306976744185,16759.506976744182,1420885.730232558,420885.7302325581,4900022.0,0.2895571348837209,5000021.0,5000021.0
756080.4558139535,584269.2,575977.3069767442,32290.79069767442,26012.809302325582,25369.43720930232,1358070.5720930235,358070.5720930233,5000022.0,0.32096471395348836,5100021.0,5000022.0
756080.4558139535,584269.2,575977.3069767442,32290.79069767442,26012.809302325582,25369.43720930232,1358070.5720930235,358070.5720930233,5000022.0,0.32096471395348836,5100021.0,5100021.0
899208.1255813955,615634.5720930232,398887.511627907,43583.38604651163,18423.018604651163,24263.386046511623,1316518.6558139534,316518.6558139535,5100022.0,0.3417406720930233,5200021.0,5100022.0
899208.1255813955,615634.5720930232,398887.511627907,43583.38604651163,18423.018604651163,24263.386046511623,1316518.6558139534,316518.6558139535,5100022.0,0.3417406720930233,5200021.0,5200021.0
954017.7906976745,550530.8093023256,382385.7395348837,69960.18604651163,20199.353488372093,22906.12093023255,1356602.8837209302,356602.8837209302,5200022.0,0.3216985581395349,5300021.0,5200022.0
954017.7906976745,550530.8093023256,382385.7395348837,69960.18604651163,20199.353488372093,22906.12093023255,1356602.8837209302,356602.8837209302,5200022.0,0.3216985581395349,5300021.0,5300021.0
1016323.1813953489,508792.911627907,355847.5209302326,81054.92093023255,19975.562790697673,18005.902325581388,1392146.265116279,392146.2651162791,5300022.0,0.3039268674418604,5400021.0,5300022.0
1016323.1813953489,508792.911627907,355847.5209302326,81054.92093023255,19975.562790697673,18005.902325581388,1392146.265116279,392146.2651162791,5300022.0,0.3039268674418604,5400021.0,5400021.0
1173363.9023255813,480285.33953488374,225496.13488372095,76539.33953488371,25454.688372093027,18860.595348837203,1424314.7255813952,424314.7255813953,5400022.0,0.2878426372093023,5500021.0,5400022.0
1173363.9023255813,480285.33953488374,225496.13488372095,76539.33953488371,25454.688372093027,18860.595348837203,1424314.7255813952,424314.7255813953,5400022.0,0.2878426372093023,5500021.0,5500021.0
1220913.1255813953,466287.4511627907,224113.67906976742,62417.32093023255,16163.074418604654,10105.348837209296,1461189.8790697674,461189.8790697674,5500022.0,0.26940506046511625,5600021.0,5500022.0
1220913.1255813953,466287.4511627907,224113.67906976742,62417.32093023255,16163.074418604654,10105.348837209296,1461189.8790697674,461189.8790697674,5500022.0,0.26940506046511625,5600021.0,5600021.0
1162910.1906976744,562522.9023255814,192574.1069767442,50041.78139534884,17813.934883720933,14137.08372093023,1373298.2325581394,373298.2325581395,5600022.0,0.31335088372093023,5700021.0,5600022.0
1162910.1906976744,562522.9023255814,192574.1069767442,50041.78139534884,17813.934883720933,14137.08372093023,1373298.2325581394,373298.2325581395,5600022.0,0.31335088372093023,5700021.0,5700021.0
1066149.488372093,623456.9209302326,199401.1023255814,61778.027906976735,16659.539534883723,32554.92093023255,1282210.1302325581,282210.1302325581,5700022.0,0.35889493488372093,5800021.0,5700022.0
1066149.488372093,623456.9209302326,199401.1023255814,61778.027906976735,16659.539534883723,32554.92093023255,1282210.1302325581,282210.1302325581,5700022.0,0.35889493488372093,5800021.0,5800021.0
1006719.1302325582,562804.1023255814,300704.4046511628,51722.13488372093,43311.4511627907,34738.77674418605,1350734.9860465117,350734.98604651156,5800022.0,0.3246325069767442,5900021.0,5800022.0
1006719.1302325582,562804.1023255814,300704.4046511628,51722.13488372093,43311.4511627907,34738.77674418605,1350734.9860465117,350734.98604651156,5800022.0,0.3246325069767442,5900021.0,5900021.0
999104.4186046511,457980.24186046515,410413.87441860465,54550.60465116279,34314.95813953488,43635.90232558139,1443833.2511627905,443833.2511627907,5900022.0,0.27808337441860465,6000021.0,5900022.0
999104.4186046511,457980.24186046515,410413.87441860465,54550.60465116279,34314.95813953488,43635.90232558139,1443833.2511627905,443833.2511627907,5900022.0,0.27808337441860465,6000021.0,6000021.0
993842.1302325582,370546.8790697674,469643.5953488372,76466.70232558138,38618.66046511628,50882.03255813953,1502104.3860465116,502104.3860465116,6000022.0,0.24894780697674418,6100021.0,6000022.0
993842.1302325582,370546.8790697674,469643.5953488372,76466.70232558138,38618.66046511628,50882.03255813953,1502104.3860465116,502104.3860465116,6000022.0,0.24894780697674418,6100021.0,6100021.0
1125147.1441860464,203061.68837209302,487466.08372093027,91085.53953488372,41491.79069767442,51747.75348837209,1654105.0186046513,654105.0186046512,6100022.0,0.1729474906976744,6200021.0,6100022.0
1125147.1441860464,203061.68837209302,487466.08372093027,91085.53953488372,41491.79069767442,51747.75348837209,1654105.0186046513,654105.0186046512,6100022.0,0.1729474906976744,6200021.0,6200021.0
1216318.2558139535,134548.15813953488,510225.02790697676,58172.967441860455,44984.76279069767,35750.82790697673,1771528.0465116282,771528.046511628,6200022.0,0.11423597674418606,6300021.0,6200022.0
1216318.2558139535,134548.15813953488,510225.02790697676,58172.967441860455,44984.76279069767,35750.82790697673,1771528.0465116282,771528.046511628,6200022.0,0.11423597674418606,6300021.0,6300021.0
1279620.3488372094,150008.67906976742,456543.2046511628,60809.14883720929,19772.158139534884,33246.460465116266,1755935.711627907,755935.7116279069,6300022.0,0.1220321441860465,6400021.0,6300022.0
1279620.3488372094,150008.67906976742,456543.2046511628,60809.14883720929,19772.158139534884,33246.460465116266,1755935.711627907,755935.7116279069,6300022.0,0.1220321441860465,6400021.0,6400021.0
1350586.4976744186,161060.2325581395,385994.56279069773,55114.28837209302,18679.623255813953,28564.795348837204,1755260.6837209302,755260.6837209302,6400022.0,0.12236965813953489,6500021.0,6400022.0
1350586.4976744186,161060.2325581395,385994.56279069773,55114.28837209302,18679.623255813953,28564.795348837204,1755260.6837209302,755260.6837209302,6400022.0,0.12236965813953489,6500021.0,6500021.0
1349973.6139534884,275164.4186046511,292740.311627907,35239.3488372093,25472.739534883724,21409.567441860458,1668186.6651162792,668186.6651162792,6500022.0,0.16590666744186047,6600021.0,6500022.0
1349973.6139534884,275164.4186046511,292740.311627907,35239.3488372093,25472.739534883724,21409.567441860458,1668186.6651162792,668186.6651162792,6500022.0,0.16590666744186047,6600021.0,6600021.0
1340368.334883721,292196.6186046512,295579.688372093,21449.920930232554,22429.181395348838,27976.255813953478,1658377.2046511627,658377.2046511627,6600022.0,0.1708113976744186,6700021.0,6600022.0
1340368.334883721,292196.6186046512,295579.688372093,21449.920930232554,22429.181395348838,27976.255813953478,1658377.2046511627,658377.2046511627,6600022.0,0.1708113976744186,6700021.0,6700021.0
1315343.3813953488,231664.1813953488,371751.3813953488,16875.30232558139,33168.54883720931,31197.204651162785,1720263.311627907,720263.311627907,6700022.0,0.1398683441860465,6800021.0,6700022.0
1315343.3813953488,231664.1813953488,371751.3813953488,16875.30232558139,33168.54883720931,31197.204651162785,1720263.311627907,720263.311627907,6700022.0,0.1398683441860465,6800021.0,6800021.0
1380813.8930232557,203269.12093023254,325839.22325581394,20306.651162790695,32118.837209302328,37652.27441860464,1738771.9534883723,738771.953488372,6800022.0,0.13061402325581395,6900021.0,6800022.0
1380813.8930232557,203269.12093023254,325839.22325581394,20306.651162790695,32118.837209302328,37652.27441860464,1738771.9534883723,738771.953488372,6800022.0,0.13061402325581395,6900021.0,6900021.0
1380852.3860465116,186977.62325581396,326648.80465116276,31127.97674418604,34563.19534883722,39830.013953488364,1742064.3860465116,742064.3860465116,6900022.0,0.1289678069767442,7000021.0,6900022.0
1380852.3860465116,186977.62325581396,326648.80465116276,31127.97674418604,34563.19534883722,39830.013953488364,1742064.3860465116,742064.3860465116,6900022.0,0.1289678069767442,7000021.0,7000021.0
1504371.8279069767,79658.15813953488,320760.976744186,32192.03720930232,21472.041860465113,41544.95813953488,1846604.8465116278,846604.8465116279,7000022.0,0.07669757674418605,7100021.0,7000022.0
1504371.8279069767,79658.15813953488,320760.976744186,32192.03720930232,21472.041860465113,41544.95813953488,1846604.8465116278,846604.8465116279,7000022.0,0.07669757674418605,7100021.0,7100021.0
1535790.2744186046,53545.2,285053.3906976744,53486.62790697673,37599.95348837209,34524.55348837208,1858443.6186046512,858443.6186046511,7100022.0,0.07077819069767441,7200021.0,7100022.0
1535790.2744186046,53545.2,285053.3906976744,53486.62790697673,37599.95348837209,34524.55348837208,1858443.6186046512,858443.6186046511,7100022.0,0.07077819069767441,7200021.0,7200021.0
1539229.534883721,45019.320930232556,285639.10232558136,65171.74418604651,31065.962790697675,33874.33488372092,1855934.6,855934.6,7200022.0,0.0720327,7300021.0,7200022.0
1539229.534883721,45019.320930232556,285639.10232558136,65171.74418604651,31065.962790697675,33874.33488372092,1855934.6,855934.6,7200022.0,0.0720327,7300021.0,7300021.0
1379869.9720930231,55995.83255813953,451371.75813953485,55227.66046511628,30654.13488372093,26880.64186046511,1861895.865116279,861895.865116279,7300022.0,0.06905206744186046,7400021.0,7300022.0
1379869.9720930231,55995.83255813953,451371.75813953485,55227.66046511628,30654.13488372093,26880.64186046511,1861895.865116279,861895.865116279,7300022.0,0.06905206744186046,7400021.0,7400021.0
1312558.1069767443,83439.3953488372,518807.44651162793,42601.306976744185,28237.762790697674,14355.98139534883,1859603.3162790698,859603.3162790698,7400022.0,0.07019834186046511,7500021.0,7400022.0
1312558.1069767443,83439.3953488372,518807.44651162793,42601.306976744185,28237.762790697674,14355.98139534883,1859603.3162790698,859603.3162790698,7400022.0,0.07019834186046511,7500021.0,7500021.0
1224991.5720930235,117733.87441860465,548918.7906976745,35815.36744186046,60768.02325581396,11772.372093023247,1834678.3860465116,834678.3860465117,7500022.0,0.08266080697674419,7600021.0,7500022.0
1224991.5720930235,117733.87441860465,548918.7906976745,35815.36744186046,60768.02325581396,11772.372093023247,1834678.3860465116,834678.3860465117,7500022.0,0.08266080697674419,7600021.0,7600021.0
1037681.4,122621.06511627906,778060.953488372,12569.990697674413,42526.786046511625,6539.804651162782,1858269.139534884,858269.1395348836,7600022.0,0.07086543023255813,7700021.0,7600022.0
1037681.4,122621.06511627906,778060.953488372,12569.990697674413,42526.786046511625,6539.804651162782,1858269.139534884,858269.1395348836,7600022.0,0.07086543023255813,7700021.0,7700021.0
953634.6790697675,135751.91162790696,871869.4604651162,51.42325581394766,33929.41860465116,4763.106976744178,1859433.5581395351,859433.5581395349,7700022.0,0.07028322093023255,7800021.0,7700022.0
953634.6790697675,135751.91162790696,871869.4604651162,51.42325581394766,33929.41860465116,4763.106976744178,1859433.5581395351,859433.5581395349,7700022.0,0.07028322093023255,7800021.0,7800021.0
850505.3720930232,141612.62325581393,967584.0046511628,25.683720930226734,33911.66046511628,6360.65581395348,1852001.0372093027,852001.0372093024,7800022.0,0.07399948139534883,7900021.0,7800022.0
850505.3720930232,141612.62325581393,967584.0046511628,25.683720930226734,33911.66046511628,6360.65581395348,1852001.0372093027,852001.0372093024,7800022.0,0.07399948139534883,7900021.0,7900021.0
703734.2279069767,135548.86976744182,1119153.1162790698,25.683720930226734,33629.29767441861,7908.804651162782,1856516.6418604653,856516.6418604652,7900022.0,0.07174167906976743,8000021.0,7900022.0
703734.2279069767,135548.86976744182,1119153.1162790698,25.683720930226734,33629.29767441861,7908.804651162782,1856516.6418604653,856516.6418604652,7900022.0,0.07174167906976743,8000021.0,8000021.0
620733.1534883722,103919.00465116279,1262921.2093023255,0.0,66.56744186046511,12360.065116279062,1883720.9302325584,883720.930232558,8000022.0,0.058139534883720936,8100021.0,8000022.0
620733.1534883722,103919.00465116279,1262921.2093023255,0.0,66.56744186046511,12360.065116279062,1883720.9302325584,883720.930232558,8000022.0,0.058139534883720936,8100021.0,8100021.0
726326.7023255813,101108.66046511628,1157044.172093023,3.413953488366272,366.95813953488374,15150.093023255806,1883737.8325581395,883737.8325581396,8100022.0,0.05813108372093023,8200021.0,8100022.0
726326.7023255813,101108.66046511628,1157044.172093023,3.413953488366272,366.95813953488374,15150.093023255806,1883737.8325581395,883737.8325581396,8100022.0,0.05813108372093023,8200021.0,8200021.0
893450.5162790697,88006.47906976743,977541.2697674418,242.21860465115697,12737.958139534883,28021.558139534878,1883729.7441860463,883729.7441860465,8200022.0,0.058135127906976745,8300021.0,8200022.0
893450.5162790697,88006.47906976743,977541.2697674418,242.21860465115697,12737.958139534883,28021.558139534878,1883729.7441860463,883729.7441860465,8200022.0,0.058135127906976745,8300021.0,8300021.0
1168127.4,66403.49302325581,702919.0604651163,242.21860465115697,12683.283720930232,49624.54418604651,1883729.7441860463,883729.7441860465,8300022.0,0.058135127906976745,8400021.0,8300022.0
1168127.4,66403.49302325581,702919.0604651163,242.21860465115697,12683.283720930232,49624.54418604651,1883729.7441860463,883729.7441860465,8300022.0,0.058135127906976745,8400021.0,8400021.0
1432701.2511627905,65536.96744186047,438345.20930232556,242.21860465115697,12683.283720930232,50491.06976744185,1883729.7441860468,883729.7441860465,8400022.0,0.058135127906976745,8500021.0,8400022.0
1432701.2511627905,65536.96744186047,438345.20930232556,242.21860465115697,12683.283720930232,50491.06976744185,1883729.7441860468,883729.7441860465,8400022.0,0.058135127906976745,8500021.0,8500021.0
1618341.9674418604,57907.22325581395,252826.5023255814,242.21860465115697,12671.390697674418,58010.69767441859,1883839.8604651163,883839.8604651162,8500022.0,0.058080069767441865,8600021.0,8500022.0
1618341.9674418604,57907.22325581395,252826.5023255814,242.21860465115697,12671.390697674418,58010.69767441859,1883839.8604651163,883839.8604651162,8500022.0,0.058080069767441865,8600021.0,8600021.0
1717847.9860465117,40442.01395348837,155920.96744186047,246.39534883720347,12388.525581395348,73154.11162790697,1886157.4790697675,886157.4790697673,8600022.0,0.05692126046511627,8700021.0,8600022.0
1717847.9860465117,40442.01395348837,155920.96744186047,246.39534883720347,12388.525581395348,73154.11162790697,1886157.4790697675,886157.4790697673,8600022.0,0.05692126046511627,8700021.0,8700021.0
1764654.6186046512,33979.56279069767,130769.38604651163,7.590697674412785,260.75813953488375,70328.08372093023,1895684.7627906979,895684.7627906976,8700022.0,0.05215761860465116,8800021.0,8700022.0
1764654.6186046512,33979.56279069767,130769.38604651163,7.590697674412785,260.75813953488375,70328.08372093023,1895684.7627906979,895684.7627906976,8700022.0,0.05215761860465116,8800021.0,8800021.0
1762979.7720930234,37755.976744186046,143376.56744186048,469.77209302325,1921.0883720930233,53496.82325581395,1908277.4279069765,908277.4279069767,8800022.0,0.04586128604651163,8900021.0,8800022.0
1762979.7720930234,37755.976744186046,143376.56744186048,469.77209302325,1921.0883720930233,53496.82325581395,1908277.4279069765,908277.4279069767,8800022.0,0.04586128604651163,8900021.0,8900021.0
1736032.1255813956,17134.990697674417,189870.36744186044,469.77209302325,1957.0976744186046,54535.6465116279,1927859.5906976745,927859.5906976744,8900022.0,0.0360702046511628,9000021.0,8900022.0
1736032.1255813956,17134.990697674417,189870.36744186044,469.77209302325,1957.0976744186046,54535.6465116279,1927859.5906976745,927859.5906976744,8900022.0,0.0360702046511628,9000021.0,9000021.0
1680189.2790697676,12861.581395348836,255302.38604651164,469.77209302325,1957.0976744186046,49219.88372093022,1937448.7627906979,937448.7627906976,9000022.0,0.03127561860465117,9100021.0,9000022.0
1680189.2790697676,12861.581395348836,255302.38604651164,469.77209302325,1957.0976744186046,49219.88372093022,1937448.7627906979,937448.7627906976,9000022.0,0.03127561860465117,9100021.0,9100021.0
1483753.6976744186,9898.162790697676,458663.83720930235,489.77209302325,1966.3023255813955,45228.22790697673,1944383.8372093025,944383.8372093023,9100022.0,0.02780808139534884,9200021.0,9100022.0
1483753.6976744186,9898.162790697676,458663.83720930235,489.77209302325,1966.3023255813955,45228.22790697673,1944383.8372093025,944383.8372093023,9100022.0,0.02780808139534884,9200021.0,9200021.0
1209774.4139534882,18705.72558139535,732669.4837209302,489.77209302325,1723.0697674418607,36637.534883720924,1944166.9674418606,944166.9674418604,9200022.0,0.02791651627906977,9300021.0,9200022.0
1209774.4139534882,18705.72558139535,732669.4837209302,489.77209302325,1723.0697674418607,36637.534883720924,1944166.9674418606,944166.9674418604,9200022.0,0.02791651627906977,9300021.0,9300021.0
873917.9395348836,15242.981395348837,1066528.9906976745,27.590697674412787,62.73953488372092,44219.75813953487,1940509.669767442,940509.6697674419,9300022.0,0.02974516511627907,9400021.0,9300022.0
873917.9395348836,15242.981395348837,1066528.9906976745,27.590697674412787,62.73953488372092,44219.75813953487,1940509.669767442,940509.6697674419,9300022.0,0.02974516511627907,9400021.0,9400021.0
551716.3720930233,15022.827906976745,1378486.730232558,27.590697674412787,26.730232558139534,54719.74883720929,1930229.8325581395,930229.8325581396,9400022.0,0.03488508372093023,9500021.0,9400022.0
551716.3720930233,15022.827906976745,1378486.730232558,27.590697674412787,26.730232558139534,54719.74883720929,1930229.8325581395,930229.8325581396,9400022.0,0.03488508372093023,9500021.0,9500021.0
244829.68372093025,14632.134883720932,1684976.4558139537,27.590697674412787,26.730232558139534,55507.40465116278,1929832.8697674419,929832.869767442,9500022.0,0.03508356511627907,9600021.0,9500022.0
244829.68372093025,14632.134883720932,1684976.4558139537,27.590697674412787,26.730232558139534,55507.40465116278,1929832.8697674419,929832.869767442,9500022.0,0.03508356511627907,9600021.0,9600021.0
95073.94418604652,25598.795348837208,1829191.6837209302,0.0,5600.1906976744185,44535.386046511616,1929865.8186046511,929865.8186046511,9600022.0,0.03506709069767442,9700021.0,9600022.0
95073.94418604652,25598.795348837208,1829191.6837209302,0.0,5600.1906976744185,44535.386046511616,1929865.8186046511,929865.8186046511,9600022.0,0.03506709069767442,9700021.0,9700021.0
23955.51627906977,73190.87906976744,1841373.5860465118,0.0,5600.1906976744185,55879.82790697673,1870929.293023256,870929.2930232559,9700022.0,0.0645353534883721,9800021.0,9700022.0
23955.51627906977,73190.87906976744,1841373.5860465118,0.0,5600.1906976744185,55879.82790697673,1870929.293023256,870929.2930232559,9700022.0,0.0645353534883721,9800021.0,9800021.0
129837.12093023257,144493.02325581395,1659733.1860465116,8963.31162790697,8741.595348837209,48231.76279069767,1798311.9023255813,798311.9023255814,9800022.0,0.1008440488372093,9900021.0,9800022.0
129837.12093023257,144493.02325581395,1659733.1860465116,8963.31162790697,8741.595348837209,48231.76279069767,1798311.9023255813,798311.9023255814,9800022.0,0.1008440488372093,9900021.0,9900021.0
460398.8790697674,150972.95813953487,1330760.3674418605,12922.534883720926,8856.441860465116,36088.818604651155,1800015.688372093,800015.688372093,9900022.0,0.0999921558139535,10000021.0,9900022.0
460398.8790697674,150972.95813953487,1330760.3674418605,12922.534883720926,8856.441860465116,36088.818604651155,1800015.688372093,800015.688372093,9900022.0,0.0999921558139535,10000021.0,10000021.0
780270.7534883721,160284.33023255813,976165.5069767442,14485.22790697674,35298.362790697676,33495.818604651155,1791734.623255814,791734.623255814,10000022.0,0.10413268837209304,10100021.0,10000022.0
780270.7534883721,160284.33023255813,976165.5069767442,14485.22790697674,35298.362790697676,33495.818604651155,1791734.623255814,791734.623255814,10000022.0,0.10413268837209304,10100021.0,10100021.0
1066902.6697674417,167307.87441860465,680353.1627906977,18652.065116279067,36048.07441860465,30736.153488372085,1783303.906976744,783303.9069767442,10100022.0,0.10834804651162791,10200021.0,10100022.0
1066902.6697674417,167307.87441860465,680353.1627906977,18652.065116279067,36048.07441860465,30736.153488372085,1783303.906976744,783303.9069767442,10100022.0,0.10834804651162791,10200021.0,10200021.0
1279493.176744186,168777.28372093025,456802.44186046516,38666.8976744186,41621.31627906977,14638.883720930224,1777916.9348837207,777916.9348837209,10200022.0,0.11104153255813953,10300021.0,10200022.0
1279493.176744186,168777.28372093025,456802.44186046516,38666.8976744186,41621.31627906977,14638.883720930224,1777916.9348837207,777916.9348837209,10200022.0,0.11104153255813953,10300021.0,10300021.0
1339332.1627906975,115392.63720930232,415913.25581395347,37044.474418604645,64326.21395348837,27991.255813953478,1819571.6325581395,819571.6325581394,10300022.0,0.09021418372093024,10400021.0,10300022.0
